#EXPORTTYPE:       ,DATA ALL                          
#FILE:             ,李院长 MgO-C C15-骨 C15-基 1400.ngb-dl9
#FORMAT:           ,NETZSCH5                          
#FTYPE:            ,ANSI                              
#IDENTITY:         ,C15-骨                             
#DECIMAL:          ,POINT                             
#SEPARATOR:        ,COMMA                             
#MTYPE:            ,DIL                               
#INSTRUMENT:       ,NETZSCH DIL 402SU                 
#PROJECT:          ,123                               
#DATE/TIME:        ,2025/6/5 17:20:27 (UTC+8)         
#CORR. FILE:       ,石墨炉 1400度-1.ngb-cl9               
#TEMPCAL:          ,TCALZERO.TMX                      
#LABORATORY:       ,wust                              
#OPERATOR:         ,                                  
#REMARK:           ,                                  
#SAMPLE:           ,镁碳                                
#SAMPLE LENGTH /mm:,25.96                             
#MATERIAL:         ,镁碳                                
#MEASMODE:         ,Standard Expansion                
#M.RANGE /μm:      ,50000                             
#CORR. CODE:       ,080                               
#RANGE:            ,25°C/5.0(K/min)/1403°C            
#SEGMENT:          ,S1/2                              
#SEG. 1:           ,25°C/5.0(K/min)/1403°C            
#Tref:             ,30.0°C                            

##Temp./°C,Time/min,dL/Lo,Gas Flow(protective)/(ml/min),m. CTE(1)/(1/K)
 618.00000,119.59558,4.799162e-003,60.00000,8.085240e-006
 619.00000,119.79656,4.807359e-003,60.00000,8.085311e-006
 620.00000,119.99717,4.815466e-003,60.00000,8.085360e-006
 621.00000,120.19808,4.823487e-003,60.00000,8.085257e-006
 622.00000,120.39955,4.831540e-003,60.00000,8.085259e-006
 623.00000,120.60209,4.839363e-003,60.00000,8.084781e-006
 624.00000,120.80619,4.847765e-003,60.00000,8.085353e-006
 625.00000,121.01145,4.855694e-003,60.00000,8.085094e-006
 626.00000,121.21691,4.864050e-003,60.00000,8.085563e-006
 627.00000,121.42233,4.872080e-003,60.00000,8.085496e-006
 628.00000,121.62750,4.880200e-003,60.00000,8.085451e-006
 629.00000,121.83176,4.888136e-003,60.00000,8.085291e-006
 630.00000,122.03496,4.896288e-003,60.00000,8.085350e-006
 631.00000,122.23760,4.904181e-003,60.00000,8.085038e-006
 632.00000,122.43986,4.912168e-003,60.00000,8.084892e-006
 633.00000,122.64199,4.920189e-003,60.00000,8.084752e-006
 634.00000,122.84406,4.927795e-003,60.00000,8.083983e-006
 635.00000,123.04649,4.935996e-003,60.00000,8.084112e-006
 636.00000,123.24970,4.944403e-003,60.00000,8.084686e-006
 637.00000,123.45310,4.952917e-003,60.00000,8.085433e-006
 638.00000,123.65591,4.960734e-003,60.00000,8.084956e-006
 639.00000,123.85840,4.969381e-003,60.00000,8.085877e-006
 640.00000,124.06078,4.977795e-003,60.00000,8.086403e-006
 641.00000,124.26293,4.986334e-003,60.00000,8.087122e-006
 642.00000,124.46493,4.994950e-003,60.00000,8.088010e-006
 643.00000,124.66701,5.003759e-003,60.00000,8.089182e-006
 644.00000,124.86937,5.012571e-003,60.00000,8.090351e-006
 645.00000,125.07204,5.022052e-003,60.00000,8.092623e-006
 646.00000,125.27553,5.031390e-003,60.00000,8.094653e-006
 647.00000,125.47899,5.040789e-003,60.00000,8.096766e-006
 648.00000,125.68216,5.050254e-003,60.00000,8.098985e-006
 649.00000,125.88593,5.059170e-003,60.00000,8.100246e-006
 650.00000,126.08998,5.068020e-003,60.00000,8.101537e-006
 651.00000,126.29467,5.076523e-003,60.00000,8.102137e-006
 652.00000,126.49947,5.085047e-003,60.00000,8.102860e-006
 653.00000,126.70373,5.093267e-003,60.00000,8.103014e-006
 654.00000,126.90794,5.101989e-003,60.00000,8.104063e-006
 655.00000,127.11232,5.110516e-003,60.00000,8.104661e-006
 656.00000,127.31722,5.119548e-003,60.00000,8.106177e-006
 657.00000,127.52311,5.128268e-003,60.00000,8.107145e-006
 658.00000,127.73065,5.137467e-003,60.00000,8.108897e-006
 659.00000,127.93984,5.146437e-003,60.00000,8.110319e-006
 660.00000,128.14970,5.155963e-003,60.00000,8.112569e-006
 661.00000,128.35927,5.164907e-003,60.00000,8.113831e-006
 662.00000,128.56805,5.173551e-003,60.00000,8.114710e-006
 663.00000,128.77638,5.181729e-003,60.00000,8.114800e-006
 664.00000,128.98443,5.190481e-003,60.00000,8.115772e-006
 665.00000,129.19222,5.198785e-003,60.00000,8.116061e-006
 666.00000,129.39964,5.207542e-003,60.00000,8.117068e-006
 667.00000,129.60704,5.216060e-003,60.00000,8.117711e-006
 668.00000,129.81455,5.224415e-003,60.00000,8.118048e-006
 669.00000,130.02107,5.232650e-003,60.00000,8.118339e-006
 670.00000,130.22598,5.240902e-003,60.00000,8.118508e-006
 671.00000,130.42967,5.249376e-003,60.00000,8.119029e-006
 672.00000,130.63296,5.257410e-003,60.00000,8.118906e-006
 673.00000,130.83647,5.265798e-003,60.00000,8.119256e-006
 674.00000,131.04040,5.274062e-003,60.00000,8.119542e-006
 675.00000,131.24521,5.283515e-003,60.00000,8.121549e-006
 676.00000,131.45109,5.292218e-003,60.00000,8.122488e-006
 677.00000,131.65809,5.301303e-003,60.00000,8.124019e-006
 678.00000,131.86550,5.310501e-003,60.00000,8.125673e-006
 679.00000,132.07181,5.319718e-003,60.00000,8.127388e-006
 680.00000,132.27643,5.328599e-003,60.00000,8.128524e-006
 681.00000,132.47956,5.336950e-003,60.00000,8.128853e-006
 682.00000,132.68163,5.345312e-003,60.00000,8.129191e-006
 683.00000,132.88350,5.354132e-003,60.00000,8.130255e-006
 684.00000,133.08502,5.362717e-003,60.00000,8.130974e-006
 685.00000,133.28609,5.371618e-003,60.00000,8.132132e-006
 686.00000,133.48769,5.380248e-003,60.00000,8.132885e-006
 687.00000,133.68959,5.389041e-003,60.00000,8.133937e-006
 688.00000,133.89182,5.398090e-003,60.00000,8.135305e-006
 689.00000,134.09453,5.407190e-003,60.00000,8.136711e-006
 690.00000,134.29695,5.416330e-003,60.00000,8.138223e-006
 691.00000,134.49659,5.425360e-003,60.00000,8.139692e-006
 692.00000,134.69107,5.433788e-003,60.00000,8.140115e-006
 693.00000,134.88073,5.441815e-003,60.00000,8.139937e-006
 694.00000,135.06766,5.450131e-003,60.00000,8.140135e-006
 695.00000,135.25436,5.458834e-003,60.00000,8.140898e-006
 696.00000,135.44293,5.467528e-003,60.00000,8.141815e-006
 697.00000,135.63504,5.476015e-003,60.00000,8.142280e-006
 698.00000,135.83177,5.485914e-003,60.00000,8.144874e-006
 699.00000,136.03311,5.495284e-003,60.00000,8.146797e-006
 700.00000,136.23899,5.504562e-003,60.00000,8.148424e-006
 701.00000,136.44932,5.513646e-003,60.00000,8.149848e-006
 702.00000,136.66242,5.522842e-003,60.00000,8.151466e-006
 703.00000,136.87578,5.531943e-003,60.00000,8.152918e-006
 704.00000,137.08775,5.540673e-003,60.00000,8.153747e-006
 705.00000,137.29729,5.549925e-003,60.00000,8.155373e-006
 706.00000,137.50379,5.558301e-003,60.00000,8.155711e-006
 707.00000,137.70715,5.566611e-003,60.00000,8.155965e-006
 708.00000,137.90737,5.575409e-003,60.00000,8.156898e-006
 709.00000,138.10485,5.583827e-003,60.00000,8.157265e-006
 710.00000,138.30039,5.592201e-003,60.00000,8.157555e-006
 711.00000,138.49513,5.601312e-003,60.00000,8.158973e-006
 712.00000,138.68961,5.610323e-003,60.00000,8.160195e-006
 713.00000,138.88367,5.619588e-003,60.00000,8.161790e-006
 714.00000,139.07830,5.629046e-003,60.00000,8.163673e-006
 715.00000,139.27496,5.638399e-003,60.00000,8.165389e-006
 716.00000,139.47393,5.648172e-003,60.00000,8.167836e-006
 717.00000,139.67449,5.657980e-003,60.00000,8.170104e-006
 718.00000,139.87631,5.667638e-003,60.00000,8.172328e-006
 719.00000,140.08017,5.677537e-003,60.00000,8.174752e-006
 720.00000,140.28526,5.686557e-003,60.00000,8.176048e-006
 721.00000,140.49096,5.695821e-003,60.00000,8.177630e-006
 722.00000,140.69653,5.705083e-003,60.00000,8.179231e-006
 723.00000,140.90172,5.713908e-003,60.00000,8.180158e-006
 724.00000,141.10619,5.722769e-003,60.00000,8.181130e-006
 725.00000,141.30909,5.731147e-003,60.00000,8.181395e-006
 726.00000,141.51037,5.739703e-003,60.00000,8.181946e-006
 727.00000,141.71021,5.748673e-003,60.00000,8.183101e-006
 728.00000,141.90897,5.757422e-003,60.00000,8.183899e-006
 729.00000,142.10720,5.766272e-003,60.00000,8.184830e-006
 730.00000,142.30539,5.775628e-003,60.00000,8.186470e-006
 731.00000,142.50370,5.784205e-003,60.00000,8.187080e-006
 732.00000,142.70208,5.793186e-003,60.00000,8.188158e-006
 733.00000,142.90022,5.802467e-003,60.00000,8.189754e-006
 734.00000,143.09855,5.811511e-003,60.00000,8.190991e-006
 735.00000,143.29675,5.820810e-003,60.00000,8.192558e-006
 736.00000,143.49479,5.829944e-003,60.00000,8.193891e-006
 737.00000,143.69275,5.838968e-003,60.00000,8.195060e-006
 738.00000,143.89022,5.848115e-003,60.00000,8.196404e-006
 739.00000,144.08765,5.857499e-003,60.00000,8.198079e-006
 740.00000,144.28506,5.866571e-003,60.00000,8.199240e-006
 741.00000,144.48232,5.875947e-003,60.00000,8.200906e-006
 742.00000,144.67961,5.884512e-003,60.00000,8.201455e-006
 743.00000,144.87665,5.894127e-003,60.00000,8.203419e-006
 744.00000,145.07338,5.903058e-003,60.00000,8.204448e-006
 745.00000,145.27076,5.912667e-003,60.00000,8.206416e-006
 746.00000,145.46906,5.922424e-003,60.00000,8.208613e-006
 747.00000,145.66763,5.932188e-003,60.00000,8.210745e-006
 748.00000,145.86633,5.941742e-003,60.00000,8.212644e-006
 749.00000,146.06510,5.951081e-003,60.00000,8.214228e-006
 750.00000,146.26356,5.960906e-003,60.00000,8.216446e-006
 751.00000,146.46198,5.970097e-003,60.00000,8.217784e-006
 752.00000,146.66042,5.979469e-003,60.00000,8.219370e-006
 753.00000,146.85845,5.988772e-003,60.00000,8.220880e-006
 754.00000,147.05605,5.998596e-003,60.00000,8.223118e-006
 755.00000,147.25336,6.008096e-003,60.00000,8.224818e-006
 756.00000,147.45024,6.017843e-003,60.00000,8.226932e-006
 757.00000,147.64669,6.027566e-003,60.00000,8.228984e-006
 758.00000,147.84309,6.037404e-003,60.00000,8.231245e-006
 759.00000,148.03996,6.047163e-003,60.00000,8.233306e-006
 760.00000,148.23691,6.057176e-003,60.00000,8.235763e-006
 761.00000,148.43376,6.066937e-003,60.00000,8.237820e-006
 762.00000,148.63087,6.076802e-003,60.00000,8.240082e-006
 763.00000,148.82853,6.086640e-003,60.00000,8.242197e-006
 764.00000,149.02665,6.095655e-003,60.00000,8.243262e-006
 765.00000,149.22511,6.105209e-003,60.00000,8.245090e-006
 766.00000,149.42395,6.114826e-003,60.00000,8.246949e-006
 767.00000,149.62305,6.124144e-003,60.00000,8.248404e-006
 768.00000,149.82153,6.133603e-003,60.00000,8.250046e-006
 769.00000,150.01923,6.143024e-003,60.00000,8.251604e-006
 770.00000,150.21659,6.152377e-003,60.00000,8.253124e-006
 771.00000,150.41404,6.162160e-003,60.00000,8.255167e-006
 772.00000,150.61215,6.171497e-003,60.00000,8.256663e-006
 773.00000,150.81151,6.181328e-003,60.00000,8.258716e-006
 774.00000,151.01204,6.191355e-003,60.00000,8.261150e-006
 775.00000,151.21278,6.200939e-003,60.00000,8.262911e-006
 776.00000,151.41307,6.211331e-003,60.00000,8.265805e-006
 777.00000,151.61297,6.220144e-003,60.00000,8.266501e-006
 778.00000,151.81223,6.229631e-003,60.00000,8.268125e-006
 779.00000,152.01080,6.239344e-003,60.00000,8.270073e-006
 780.00000,152.20879,6.249512e-003,60.00000,8.272561e-006
 781.00000,152.40681,6.259503e-003,60.00000,8.274845e-006
 782.00000,152.60523,6.269876e-003,60.00000,8.277673e-006
 783.00000,152.80382,6.280544e-003,60.00000,8.280831e-006
 784.00000,153.00267,6.290745e-003,60.00000,8.283358e-006
 785.00000,153.20160,6.301262e-003,60.00000,8.286325e-006
 786.00000,153.40077,6.311800e-003,60.00000,8.289330e-006
 787.00000,153.60043,6.322522e-003,60.00000,8.292550e-006
 788.00000,153.79992,6.333422e-003,60.00000,8.295952e-006
 789.00000,153.99924,6.343968e-003,60.00000,8.298946e-006
 790.00000,154.19873,6.355133e-003,60.00000,8.302701e-006
 791.00000,154.39829,6.365181e-003,60.00000,8.305009e-006
 792.00000,154.59827,6.375895e-003,60.00000,8.308166e-006
 793.00000,154.79825,6.385788e-003,60.00000,8.310213e-006
 794.00000,154.99924,6.396055e-003,60.00000,8.312742e-006
 795.00000,155.20212,6.406236e-003,60.00000,8.315274e-006
 796.00000,155.40403,6.416307e-003,60.00000,8.317573e-006
 797.00000,155.60341,6.426070e-003,60.00000,8.319422e-006
 798.00000,155.80102,6.435899e-003,60.00000,8.321416e-006
 799.00000,155.99769,6.445726e-003,60.00000,8.323329e-006
 800.00000,156.19373,6.455582e-003,60.00000,8.325353e-006
 801.00000,156.38966,6.465213e-003,60.00000,8.326997e-006
 802.00000,156.58568,6.474769e-003,60.00000,8.328577e-006
 803.00000,156.78206,6.484755e-003,60.00000,8.330764e-006
 804.00000,156.97908,6.494314e-003,60.00000,8.332333e-006
 805.00000,157.17619,6.504595e-003,60.00000,8.334888e-006
 806.00000,157.37364,6.513998e-003,60.00000,8.336232e-006
 807.00000,157.57166,6.524411e-003,60.00000,8.338923e-006
 808.00000,157.76964,6.534620e-003,60.00000,8.341264e-006
 809.00000,157.96706,6.544018e-003,60.00000,8.342659e-006
 810.00000,158.16401,6.553935e-003,60.00000,8.344696e-006
 811.00000,158.36060,6.563017e-003,60.00000,8.345611e-006
 812.00000,158.55689,6.573140e-003,60.00000,8.347919e-006
 813.00000,158.75312,6.582931e-003,60.00000,8.349731e-006
 814.00000,158.95038,6.592917e-003,60.00000,8.351797e-006
 815.00000,159.14948,6.603634e-003,60.00000,8.354824e-006
 816.00000,159.34958,6.613951e-003,60.00000,8.357313e-006
 817.00000,159.54989,6.624125e-003,60.00000,8.359682e-006
 818.00000,159.74999,6.634061e-003,60.00000,8.361634e-006
 819.00000,159.94862,6.644128e-003,60.00000,8.363825e-006
 820.00000,160.14597,6.654056e-003,60.00000,8.365803e-006
 821.00000,160.34271,6.664251e-003,60.00000,8.368118e-006
 822.00000,160.53978,6.674005e-003,60.00000,8.369851e-006
 823.00000,160.73771,6.684624e-003,60.00000,8.372693e-006
 824.00000,160.93584,6.694439e-003,60.00000,8.374538e-006
 825.00000,161.13426,6.704581e-003,60.00000,8.376714e-006
 826.00000,161.33369,6.714408e-003,60.00000,8.378581e-006
 827.00000,161.53447,6.724325e-003,60.00000,8.380502e-006
 828.00000,161.73598,6.734378e-003,60.00000,8.382603e-006
 829.00000,161.93674,6.744126e-003,60.00000,8.384282e-006
 830.00000,162.13522,6.754017e-003,60.00000,8.386186e-006
 831.00000,162.33153,6.763951e-003,60.00000,8.388142e-006
 832.00000,162.52667,6.774426e-003,60.00000,8.390692e-006
 833.00000,162.72161,6.785243e-003,60.00000,8.393700e-006
 834.00000,162.91666,6.795786e-003,60.00000,8.396418e-006
 835.00000,163.11196,6.806561e-003,60.00000,8.399364e-006
 836.00000,163.30798,6.817591e-003,60.00000,8.402587e-006
 837.00000,163.50504,6.828155e-003,60.00000,8.405259e-006
 838.00000,163.70330,6.839082e-003,60.00000,8.408427e-006
 839.00000,163.90270,6.849828e-003,60.00000,8.411286e-006
 840.00000,164.10298,6.860113e-003,60.00000,8.413623e-006
 841.00000,164.30372,6.871010e-003,60.00000,8.416672e-006
 842.00000,164.50437,6.881249e-003,60.00000,8.418956e-006
 843.00000,164.70498,6.891792e-003,60.00000,8.421529e-006
 844.00000,164.90511,6.902550e-003,60.00000,8.424354e-006
 845.00000,165.10505,6.911961e-003,60.00000,8.425647e-006
 846.00000,165.30557,6.921399e-003,60.00000,8.426843e-006
 847.00000,165.50643,6.931789e-003,60.00000,8.429290e-006
 848.00000,165.70765,6.942280e-003,60.00000,8.431813e-006
 849.00000,165.90896,6.953651e-003,60.00000,8.435397e-006
 850.00000,166.10990,6.964842e-003,60.00000,8.438723e-006
 851.00000,166.31073,6.976159e-003,60.00000,8.442236e-006
 852.00000,166.51147,6.987544e-003,60.00000,8.445837e-006
 853.00000,166.71188,6.998661e-003,60.00000,8.449061e-006
 854.00000,166.91230,7.009278e-003,60.00000,8.451740e-006
 855.00000,167.11324,7.019341e-003,60.00000,8.453659e-006
 856.00000,167.31516,7.028844e-003,60.00000,8.454949e-006
 857.00000,167.51828,7.038946e-003,60.00000,8.456884e-006
 858.00000,167.72202,7.048434e-003,60.00000,8.458182e-006
 859.00000,167.92578,7.058121e-003,60.00000,8.459680e-006
 860.00000,168.12886,7.067772e-003,60.00000,8.461052e-006
 861.00000,168.33071,7.077688e-003,60.00000,8.462856e-006
 862.00000,168.53123,7.087757e-003,60.00000,8.464762e-006
 863.00000,168.72972,7.097411e-003,60.00000,8.466222e-006
 864.00000,168.92600,7.107103e-003,60.00000,8.467654e-006
 865.00000,169.12076,7.117924e-003,60.00000,8.470476e-006
 866.00000,169.31598,7.128419e-003,60.00000,8.472867e-006
 867.00000,169.51224,7.139187e-003,60.00000,8.475626e-006
 868.00000,169.70864,7.150057e-003,60.00000,8.478489e-006
 869.00000,169.90498,7.160765e-003,60.00000,8.481146e-006
 870.00000,170.10117,7.171062e-003,60.00000,8.483323e-006
 871.00000,170.29694,7.181866e-003,60.00000,8.486064e-006
 872.00000,170.49301,7.191916e-003,60.00000,8.487920e-006
 873.00000,170.68950,7.203231e-003,60.00000,8.491293e-006
 874.00000,170.88584,7.213692e-003,60.00000,8.493613e-006
 875.00000,171.08211,7.224407e-003,60.00000,8.496278e-006
 876.00000,171.27866,7.234846e-003,60.00000,8.498536e-006
 877.00000,171.47595,7.245275e-003,60.00000,8.500797e-006
 878.00000,171.67421,7.255905e-003,60.00000,8.503324e-006
 879.00000,171.87300,7.266146e-003,60.00000,8.505400e-006
 880.00000,172.07196,7.276247e-003,60.00000,8.507244e-006
 881.00000,172.27108,7.286673e-003,60.00000,8.509496e-006
 882.00000,172.47062,7.297474e-003,60.00000,8.512210e-006
 883.00000,172.67042,7.308005e-003,60.00000,8.514570e-006
 884.00000,172.86962,7.317954e-003,60.00000,8.516255e-006
 885.00000,173.06817,7.328092e-003,60.00000,8.518125e-006
 886.00000,173.26643,7.338592e-003,60.00000,8.520483e-006
 887.00000,173.46454,7.349098e-003,60.00000,8.522789e-006
 888.00000,173.66278,7.359626e-003,60.00000,8.525124e-006
 889.00000,173.86129,7.369999e-003,60.00000,8.527267e-006
 890.00000,174.06003,7.380425e-003,60.00000,8.529449e-006
 891.00000,174.25846,7.390286e-003,60.00000,8.531004e-006
 892.00000,174.45614,7.400509e-003,60.00000,8.532999e-006
 893.00000,174.65329,7.411141e-003,60.00000,8.535448e-006
 894.00000,174.84977,7.421403e-003,60.00000,8.537413e-006
 895.00000,175.04585,7.431317e-003,60.00000,8.539051e-006
 896.00000,175.24245,7.442129e-003,60.00000,8.541587e-006
 897.00000,175.43930,7.452683e-003,60.00000,8.543975e-006
 898.00000,175.63650,7.462738e-003,60.00000,8.545698e-006
 899.00000,175.83442,7.473091e-003,60.00000,8.547739e-006
 900.00000,176.03333,7.483410e-003,60.00000,8.549786e-006
 901.00000,176.23272,7.493585e-003,60.00000,8.551669e-006
 902.00000,176.43261,7.503619e-003,60.00000,8.553347e-006
 903.00000,176.63331,7.513190e-003,60.00000,8.554539e-006
 904.00000,176.83462,7.523667e-003,60.00000,8.556743e-006
 905.00000,177.03635,7.533688e-003,60.00000,8.558428e-006
 906.00000,177.23890,7.544591e-003,60.00000,8.561075e-006
 907.00000,177.44171,7.554283e-003,60.00000,8.562370e-006
 908.00000,177.64337,7.564425e-003,60.00000,8.564194e-006
 909.00000,177.84349,7.574552e-003,60.00000,8.565999e-006
 910.00000,178.04240,7.585445e-003,60.00000,8.568599e-006
 911.00000,178.24101,7.595661e-003,60.00000,8.570478e-006
 912.00000,178.44080,7.605879e-003,60.00000,8.572309e-006
 913.00000,178.64226,7.616295e-003,60.00000,8.574440e-006
 914.00000,178.84488,7.626979e-003,60.00000,8.576840e-006
 915.00000,179.04771,7.637337e-003,60.00000,8.578834e-006
 916.00000,179.25101,7.647942e-003,60.00000,8.581095e-006
 917.00000,179.45508,7.658097e-003,60.00000,8.582878e-006
 918.00000,179.65870,7.668477e-003,60.00000,8.584906e-006
 919.00000,179.86170,7.678550e-003,60.00000,8.586633e-006
 920.00000,180.06402,7.688691e-003,60.00000,8.588328e-006
 921.00000,180.26511,7.699155e-003,60.00000,8.590432e-006
 922.00000,180.46525,7.708892e-003,60.00000,8.591702e-006
 923.00000,180.66459,7.719822e-003,60.00000,8.594335e-006
 924.00000,180.86391,7.729639e-003,60.00000,8.595681e-006
 925.00000,181.06324,7.740187e-003,60.00000,8.597890e-006
 926.00000,181.26210,7.750797e-003,60.00000,8.600163e-006
 927.00000,181.46007,7.760886e-003,60.00000,8.601809e-006
 928.00000,181.65707,7.771076e-003,60.00000,8.603571e-006
 929.00000,181.85356,7.781526e-003,60.00000,8.605645e-006
 930.00000,182.04995,7.791381e-003,60.00000,8.607035e-006
 931.00000,182.24637,7.802485e-003,60.00000,8.609769e-006
 932.00000,182.44271,7.813028e-003,60.00000,8.611946e-006
 933.00000,182.63915,7.823358e-003,60.00000,8.613836e-006
 934.00000,182.83572,7.834109e-003,60.00000,8.616149e-006
 935.00000,183.03301,7.844339e-003,60.00000,8.617971e-006
 936.00000,183.23083,7.854772e-003,60.00000,8.619973e-006
 937.00000,183.42803,7.865371e-003,60.00000,8.622165e-006
 938.00000,183.62459,7.875914e-003,60.00000,8.624227e-006
 939.00000,183.82103,7.886115e-003,60.00000,8.626003e-006
 940.00000,184.01807,7.897069e-003,60.00000,8.628542e-006
 941.00000,184.21496,7.907914e-003,60.00000,8.630976e-006
 942.00000,184.41093,7.918363e-003,60.00000,8.632966e-006
 943.00000,184.60654,7.928657e-003,60.00000,8.634793e-006
 944.00000,184.80283,7.939229e-003,60.00000,8.636917e-006
 945.00000,185.00051,7.950215e-003,60.00000,8.639453e-006
 946.00000,185.20030,7.960667e-003,60.00000,8.641433e-006
 947.00000,185.40170,7.971555e-003,60.00000,8.643925e-006
 948.00000,185.60320,7.982089e-003,60.00000,8.645978e-006
 949.00000,185.80464,7.992050e-003,60.00000,8.647390e-006
 950.00000,186.00573,8.001947e-003,60.00000,8.648790e-006
 951.00000,186.20650,8.011867e-003,60.00000,8.650121e-006
 952.00000,186.40699,8.021725e-003,60.00000,8.651492e-006
 953.00000,186.60626,8.031605e-003,60.00000,8.652776e-006
 954.00000,186.80395,8.041084e-003,60.00000,8.653701e-006
 955.00000,187.00004,8.051561e-003,60.00000,8.655676e-006
 956.00000,187.19480,8.062056e-003,60.00000,8.657637e-006
 957.00000,187.38896,8.072705e-003,60.00000,8.659793e-006
 958.00000,187.58274,8.083095e-003,60.00000,8.661627e-006
 959.00000,187.77701,8.093782e-003,60.00000,8.663827e-006
 960.00000,187.97209,8.104662e-003,60.00000,8.666217e-006
 961.00000,188.16745,8.115331e-003,60.00000,8.668351e-006
 962.00000,188.36332,8.126156e-003,60.00000,8.670672e-006
 963.00000,188.56002,8.137047e-003,60.00000,8.673037e-006
 964.00000,188.75780,8.148041e-003,60.00000,8.675525e-006
 965.00000,188.95726,8.158713e-003,60.00000,8.677685e-006
 966.00000,189.15813,8.169497e-003,60.00000,8.679945e-006
 967.00000,189.35927,8.180676e-003,60.00000,8.682611e-006
 968.00000,189.56018,8.190975e-003,60.00000,8.684318e-006
 969.00000,189.76102,8.201949e-003,60.00000,8.686780e-006
 970.00000,189.96192,8.212664e-003,60.00000,8.688912e-006
 971.00000,190.16248,8.223519e-003,60.00000,8.691263e-006
 972.00000,190.36318,8.234717e-003,60.00000,8.693871e-006
 973.00000,190.56417,8.245057e-003,60.00000,8.695601e-006
 974.00000,190.76542,8.255589e-003,60.00000,8.697592e-006
 975.00000,190.96734,8.266045e-003,60.00000,8.699411e-006
 976.00000,191.16857,8.276026e-003,60.00000,8.700843e-006
 977.00000,191.36797,8.286353e-003,60.00000,8.702509e-006
 978.00000,191.56720,8.297124e-003,60.00000,8.704694e-006
 979.00000,191.76825,8.307612e-003,60.00000,8.706578e-006
 980.00000,191.97101,8.318745e-003,60.00000,8.709145e-006
 981.00000,192.17486,8.329161e-003,60.00000,8.710911e-006
 982.00000,192.37904,8.339447e-003,60.00000,8.712544e-006
 983.00000,192.58313,8.349538e-003,60.00000,8.714024e-006
 984.00000,192.78678,8.359897e-003,60.00000,8.715767e-006
 985.00000,192.98926,8.369862e-003,60.00000,8.717042e-006
 986.00000,193.19011,8.379976e-003,60.00000,8.718483e-006
 987.00000,193.38912,8.390103e-003,60.00000,8.719985e-006
 988.00000,193.58636,8.400038e-003,60.00000,8.721270e-006
 989.00000,193.78151,8.410076e-003,60.00000,8.722620e-006
 990.00000,193.97512,8.420243e-003,60.00000,8.724129e-006
 991.00000,194.16850,8.430733e-003,60.00000,8.725970e-006
 992.00000,194.36248,8.440930e-003,60.00000,8.727526e-006
 993.00000,194.55809,8.451519e-003,60.00000,8.729434e-006
 994.00000,194.75483,8.461975e-003,60.00000,8.731247e-006
 995.00000,194.95150,8.472410e-003,60.00000,8.733004e-006
 996.00000,195.14853,8.482686e-003,60.00000,8.734566e-006
 997.00000,195.34580,8.492892e-003,60.00000,8.736112e-006
 998.00000,195.54303,8.503390e-003,60.00000,8.737900e-006
 999.00000,195.74071,8.513435e-003,60.00000,8.739283e-006
1000.00000,195.93879,8.524040e-003,60.00000,8.741180e-006
1001.00000,196.13667,8.534267e-003,60.00000,8.742699e-006
1002.00000,196.33472,8.544548e-003,60.00000,8.744308e-006
1003.00000,196.53296,8.555521e-003,60.00000,8.746628e-006
1004.00000,196.73124,8.566131e-003,60.00000,8.748516e-006
1005.00000,196.93037,8.576700e-003,60.00000,8.750330e-006
1006.00000,197.12997,8.587090e-003,60.00000,8.752084e-006
1007.00000,197.32921,8.597266e-003,60.00000,8.753511e-006
1008.00000,197.52748,8.607698e-003,60.00000,8.755216e-006
1009.00000,197.72522,8.618122e-003,60.00000,8.756915e-006
1010.00000,197.92205,8.628345e-003,60.00000,8.758450e-006
1011.00000,198.11773,8.638549e-003,60.00000,8.759931e-006
1012.00000,198.31325,8.649390e-003,60.00000,8.762041e-006
1013.00000,198.50890,8.660072e-003,60.00000,8.763977e-006
1014.00000,198.70453,8.670441e-003,60.00000,8.765599e-006
1015.00000,198.89988,8.680454e-003,60.00000,8.766886e-006
1016.00000,199.09501,8.690587e-003,60.00000,8.768288e-006
1017.00000,199.29080,8.700655e-003,60.00000,8.769569e-006
1018.00000,199.48746,8.710740e-003,60.00000,8.770927e-006
1019.00000,199.68503,8.720624e-003,60.00000,8.772049e-006
1020.00000,199.88386,8.731217e-003,60.00000,8.773837e-006
1021.00000,200.08420,8.740781e-003,60.00000,8.774671e-006
1022.00000,200.28649,8.751239e-003,60.00000,8.776376e-006
1023.00000,200.48974,8.761046e-003,60.00000,8.777416e-006
1024.00000,200.69185,8.770806e-003,60.00000,8.778405e-006
1025.00000,200.89403,8.780667e-003,60.00000,8.779451e-006
1026.00000,201.09743,8.790780e-003,60.00000,8.780849e-006
1027.00000,201.30119,8.800413e-003,60.00000,8.781696e-006
1028.00000,201.50554,8.811056e-003,60.00000,8.783516e-006
1029.00000,201.70988,8.821180e-003,60.00000,8.784899e-006
1030.00000,201.91258,8.831488e-003,60.00000,8.786404e-006
1031.00000,202.11324,8.842132e-003,60.00000,8.788247e-006
1032.00000,202.31431,8.852493e-003,60.00000,8.789819e-006
1033.00000,202.51779,8.863395e-003,60.00000,8.791922e-006
1034.00000,202.72181,8.873737e-003,60.00000,8.793495e-006
1035.00000,202.92461,8.884462e-003,60.00000,8.795394e-006
